00, 00, 0
00, 00, 1
00, 00, 2
00, 00, 3
00, 60, 0
00, 60, 1
00, 60, 2
00, 60, 3
00, 71, 0
00, 71, 1
00, 71, 2
00, 71, 3
00, 72, 0
00, 72, 1
00, 72, 2
00, 72, 3
00, 73, 0
00, 73, 1
00, 73, 2
00, 73, 3
00, 74, 0
00, 74, 1
00, 74, 2
00, 74, 3
00, 30, 1
00, 30, 2
00, 30, 3
00, 31, 0
00, 31, 2
00, 31, 3
00, 32, 0
00, 32, 1
00, 32, 3
00, 33, 0
00, 33, 1
00, 33, 2
00, 10, 1
00, 10, 3
00, 11, 0
00, 11, 2
00, 50, 1
00, 50, 2
00, 51, 2
00, 51, 3
00, 52, 0
00, 52, 3
00, 53, 0
00, 53, 1
00, 40, 2
00, 41, 3
00, 42, 0
00, 43, 1
60, 00, 0
60, 00, 1
60, 00, 2
60, 00, 3
60, 71, 0
60, 71, 1
60, 71, 2
60, 71, 3
60, 72, 0
60, 72, 1
60, 72, 2
60, 72, 3
60, 73, 0
60, 73, 1
60, 73, 2
60, 73, 3
60, 74, 0
60, 74, 1
60, 74, 2
60, 74, 3
60, 30, 1
60, 30, 2
60, 30, 3
60, 31, 0
60, 31, 2
60, 31, 3
60, 32, 0
60, 32, 1
60, 32, 3
60, 33, 0
60, 33, 1
60, 33, 2
60, 10, 1
60, 10, 3
60, 11, 0
60, 11, 2
60, 50, 1
60, 50, 2
60, 51, 2
60, 51, 3
60, 52, 0
60, 52, 3
60, 53, 0
60, 53, 1
60, 40, 2
60, 41, 3
60, 42, 0
60, 43, 1
71, 00, 0
71, 00, 1
71, 00, 2
71, 00, 3
71, 60, 0
71, 60, 1
71, 60, 2
71, 60, 3
71, 30, 1
71, 30, 2
71, 30, 3
71, 31, 0
71, 31, 2
71, 31, 3
71, 32, 0
71, 32, 1
71, 32, 3
71, 33, 0
71, 33, 1
71, 33, 2
71, 10, 1
71, 10, 3
71, 11, 0
71, 11, 2
71, 50, 1
71, 50, 2
71, 51, 2
71, 51, 3
71, 52, 0
71, 52, 3
71, 53, 0
71, 53, 1
71, 40, 2
71, 41, 3
71, 42, 0
71, 43, 1
72, 00, 0
72, 00, 1
72, 00, 2
72, 00, 3
72, 60, 0
72, 60, 1
72, 60, 2
72, 60, 3
72, 30, 1
72, 30, 2
72, 30, 3
72, 31, 0
72, 31, 2
72, 31, 3
72, 32, 0
72, 32, 1
72, 32, 3
72, 33, 0
72, 33, 1
72, 33, 2
72, 10, 1
72, 10, 3
72, 11, 0
72, 11, 2
72, 50, 1
72, 50, 2
72, 51, 2
72, 51, 3
72, 52, 0
72, 52, 3
72, 53, 0
72, 53, 1
72, 40, 2
